"CODICE RDS";"DESCRIZIONE";;"N.ORDINE RDS";"ANNO ";"RIGA ORDINE";"CODICE CLIENTE ";"CLIENTE";"UM";"Q.TA'ORDINATA";"Q.TA RESIDUA";"DATA CONSEGNA";"VALORE";"DEPOSITO";"CODICE CLIENTE";"N.ORD.CLIENTE";"CONSEGNA RICHIESTA";
"A286090";"CALOTTA MOTORE ATI ANTERIORE";"M471A <1025>     CL10106";"A0000209";2018;1;8005069;"EL-MI SRL";"PZ";5000;100;09/05/2018;70;1;"119DM471A/CL10106";367;02/05/2018;" "
"A286090";"CALOTTA MOTORE ATI ANTERIORE";"M471A <1025>     CL10106";"A0000420";2018;1;8005069;"EL-MI SRL";"PZ";5000;5000;06/07/2018;3500;1;"119DM471A/CL10106";771;11/06/2018;" "
"A286090";"CALOTTA MOTORE ATI ANTERIORE";"M471A <1025>     CL10106";"A0000422";2018;1;8005069;"EL-MI SRL";"PZ";5000;5000;10/07/2018;3500;1;"119DM471A/CL10106";772;" ";" "
"A286090";"CALOTTA MOTORE ATI ANTERIORE";"M471A <1025>     CL10106";"A0000420";2018;3;8005069;"EL-MI SRL";"PZ";5000;5000;01/08/2018;3500;1;"119DM471A/CL10106";771;" ";" "
"A286090";"CALOTTA MOTORE ATI ANTERIORE";"M471A <1025>     CL10106";"A0000422";2018;3;8005069;"EL-MI SRL";"PZ";5000;5000;01/08/2018;3500;1;"119DM471A/CL10106";772;16/07/2018;" "
"A286100";"CALOTTA MOTORE ATI POSTERIORE";"M471B <1025>    CL10206";"A0000209";2018;2;8005069;"EL-MI SRL";"PZ";5000;26;09/05/2018;18.3;1;"119DM471B/CL10206";367;02/05/2018;" "
"A286100";"CALOTTA MOTORE ATI POSTERIORE";"M471B <1025>    CL10206";"A0000420";2018;2;8005069;"EL-MI SRL";"PZ";5000;5000;06/07/2018;3520;1;"119DM471B/CL10206";771;11/06/2018;" "
"A286100";"CALOTTA MOTORE ATI POSTERIORE";"M471B <1025>    CL10206";"A0000422";2018;2;8005069;"EL-MI SRL";"PZ";5000;5000;10/07/2018;3520;1;"119DM471B/CL10206";772;" ";" "
"A286100";"CALOTTA MOTORE ATI POSTERIORE";"M471B <1025>    CL10206";"A0000420";2018;4;8005069;"EL-MI SRL";"PZ";5000;5000;01/08/2018;3520;1;"119DM471B/CL10206";771;" ";" "
"A286100";"CALOTTA MOTORE ATI POSTERIORE";"M471B <1025>    CL10206";"A0000422";2018;4;8005069;"EL-MI SRL";"PZ";5000;5000;01/08/2018;3520;1;"119DM471B/CL10206";772;" ";" "
"A286110";"CALOTTA POSTERIORE MOT. 901776";"M_3GL293_0<1174>C/2 FORI VERNI";"A0000265";2018;1;8004704;"IME Industria Motori Elettrici";"PZ";306;38;16/04/2018;92.76;1;"/30300351";110719;" ";" "
"A286110";"CALOTTA POSTERIORE MOT. 901776";"M_3GL293_0<1174>C/2 FORI VERNI";"A0000320";2018;1;8004704;"IME Industria Motori Elettrici";"PZ";268;268;10/05/2018;654.19;1;"/30300351";110887;" ";" "
"A286110";"CALOTTA POSTERIORE MOT. 901776";"M_3GL293_0<1174>C/2 FORI VERNI";"A0000265";2018;2;8004704;"IME Industria Motori Elettrici";"PZ";500;500;06/07/2018;1220.5;1;"/30300351";110719;08/06/2018;" "
"A286120";"GUSCIO INFERIORE M_3BL389_2INF";"<1026> verniciato";"A0001014";2017;9;8004704;"IME Industria Motori Elettrici";"PZ";500;500;06/07/2018;2720;1;"/30300100";107365;08/06/2018;" "
"A286130";"GUSCIO SUPERIORE M_3BL389_2SUP";"<1026> verniciato";"A0001014";2017;5;8004704;"IME Industria Motori Elettrici";"PZ";500;47;15/03/2018;130;1;"/30300050";107365;" ";" "
"A286130";"GUSCIO SUPERIORE M_3BL389_2SUP";"<1026> verniciato";"A0001014";2017;6;8004704;"IME Industria Motori Elettrici";"PZ";500;500;06/07/2018;1383;1;"/30300050";107365;08/06/2018;" "
"A286170";"ARM PIVOT PLATE COD.B35507";"<1028>";"A0000387";2018;2;8005009;"PEZZUTTI ALDO SRL";"PZ";20000;17963;05/07/2018;7005.57;1;"B35507";2533;18/06/2018;" "
"A286170";"ARM PIVOT PLATE COD.B35507";"<1028>";"A0000387";2018;4;8005009;"PEZZUTTI ALDO SRL";"PZ";20000;20000;01/08/2018;7800;1;"B35507";2533;" ";" "
"A286170";"ARM PIVOT PLATE COD.B35507";"<1028>";"A0000450";2018;2;8005009;"PEZZUTTI ALDO SRL";"PZ";20000;20000;07/09/2018;7800;1;"B35507";2866;01/09/2018;" "
"A286180";"ARM GUIDE COD.B35517";"<1028>";"A0000387";2018;1;8005009;"PEZZUTTI ALDO SRL";"PZ";20000;18059;05/07/2018;4948.17;1;"B35517";2533;18/06/2018;" "
"A286180";"ARM GUIDE COD.B35517";"<1028>";"A0000387";2018;3;8005009;"PEZZUTTI ALDO SRL";"PZ";20000;20000;01/08/2018;5480;1;"B35517";2533;" ";" "
"A286180";"ARM GUIDE COD.B35517";"<1028>";"A0000450";2018;1;8005009;"PEZZUTTI ALDO SRL";"PZ";20000;20000;07/09/2018;5480;1;"B35517";2866;01/09/2018;" "
"A286200";"ADAPTER 1FK7048 S1 M3 MACH";"4049719 <1070>1702004811000";"A0000353";2018;1;9010846;"SIEMENS AG, DF MC EWN";"PZ";500;500;16/07/2018;3250;1;1702004811000;2545126550;" ";" "
"A286220";"ADAPTER 1FK7063 S1 M3 MACH";"7509906 <1072>1701006311000";"A0000239";2018;1;9010846;"SIEMENS AG, DF MC EWN";"PZ";500;500;03/07/2018;3785;1;1701006311000;2545079473;" ";" "
"A286250";"TERMINALE  BRACCIO";"DIS. 3792 <1032>";"S0000053";2018;48;8004303;"CAME SPA";"PZ";300;300;01/06/2018;1666.5;1;"119G3792";"PROGRAMMA";" ";" "
"A286250";"TERMINALE  BRACCIO";"DIS. 3792 <1032>";"A0000473";2018;1;8004303;"CAME SPA";"PZ";300;300;30/07/2018;1666.5;1;"119G3792";5120045984;" ";" "
"A286270";"BASE GEARMOTOR Q904 VERNICIATO";"<1034>";"S0000053";2018;22;8004303;"CAME SPA";"PZ";255;255;01/06/2018;1485.63;1;"119DQ904B";"PROGRAMMA";" ";" "
"A286271";"BASE GEARMOTOR Q904E   RAL9006";"<1034>";"A0000296";2018;1;8004303;"CAME SPA";"PZ";350;61;07/05/2018;355.39;1;"119DQ904E";5120044416;" ";" "
"A286271";"BASE GEARMOTOR Q904E   RAL9006";"<1034>";"S0000053";2018;23;8004303;"CAME SPA";"PZ";308;308;01/06/2018;1794.41;1;"119DQ904E";"PROGRAMMA";" ";" "
"A286280";"COVER GEARMOTOR Q905";"<1035>";"S0000053";2018;24;8004303;"CAME SPA";"PZ";680;680;01/06/2018;2348.04;1;"119DQ905";"PROGRAMMA";" ";" "
"A286320";"ADAPTER 1FK7100 S2 M3 MACH";"7509924 <1038>1701010012000";"A0000407";2018;1;9010846;"SIEMENS AG, DF MC EWN";"PZ";500;500;12/07/2018;6050;1;1701010012000;2545149036;" ";" "
"A286330";"COPERCHIO SUPERIORE GREZZO FG/";"FGB - RCE0020 <1040>";"A0000290";2018;1;8004954;"GNALI BOCIA  srl";"PZ";1000;1000;08/06/2018;4396;1;"RCE0020REV02";551;04/06/2018;" "
"A286340";"COPERCHIO INFERIORE GREZZO FG/";"FG100 - RCE0010 <1040/01>";"A0000290";2018;2;8004954;"GNALI BOCIA  srl";"PZ";1000;1000;08/06/2018;4159;1;"RCE0010REV01";551;04/06/2018;" "
"A286350";"COPERCHIO INFERIORE DIA.320";"FG500 - RCE0060 <1040/02>";"A0000183";2018;3;8004954;"GNALI BOCIA  srl";"PZ";500;500;15/06/2018;0;1;"RCE0060REV02";336;02/04/2018;" "
"A286360";"COPERCHIO SUPERIORE DIA.320";"FG500 - RCE0070 <1040/03>";"A0000183";2018;4;8004954;"GNALI BOCIA  srl";"PZ";500;500;15/06/2018;4776.5;1;"RCE0070REV03";336;02/04/2018;" "
"A286380";"COPERCHIO SUPERIORE GREZZO";"BLOCCO FG - RCE0050 <1041>";"A0000439";2018;1;8004954;"GNALI BOCIA  srl";"PZ";2000;2000;13/07/2018;3730;1;"RCE0050REV02";849;15/06/2018;" "
"A286410";"COPERCHIO INFERIORE GREZZO";"HPS 100- RCE0080<1041/02>";"A0000439";2018;2;8004954;"GNALI BOCIA  srl";"PZ";2000;2000;13/07/2018;4430;1;"RCE0080REV02";849;15/06/2018;" "
"A286520";"GUSCIO RIDUTTORE MS AL RAL9006";"MAZ008 <1052>ORDIN.CON A286530";"A0000103";2018;3;8004869;"V2 S.P.A.";"PZ";1500;1296;05/06/2018;2343.17;1;"MAZ008";266;09/05/2018;" "
"A286530";"GUSCIO BASE MS AL RAL9006";"MAZ002 <1053>ORDIN.CON A286520";"A0000917";2017;1;8004869;"V2 S.P.A.";"PZ";500;263;08/06/2018;3111.29;1;"MAZ002";1587;11/12/2017;" "
"A286530";"GUSCIO BASE MS AL RAL9006";"MAZ002 <1053>ORDIN.CON A286520";"A0001010";2017;1;8004869;"V2 S.P.A.";"PZ";1000;840;08/06/2018;9223.2;1;"MAZ002";1752;19/01/2018;" "
"A286581";"S. GUSCIO MOTORID. BA-CP NAT.";"LAVORATO MAZ041<1055>";"A0000418";2018;1;8004869;"V2 S.P.A.";"PZ";400;400;06/07/2018;1883.6;1;"MAZ041";747;05/07/2018;" "
"A286582";"S. GUSCIO MOTORID. BA-CP NAT.";"LAVORATO MAZ042<1055>";"A0000418";2018;5;8004869;"V2 S.P.A.";"PZ";300;300;06/07/2018;1430.4;1;"MAZ042";747;05/07/2018;" "
"A286583";"S. GUSCIO MOTORID. BA-CP NAT.";"LAVORATO MAZ043<1055>";"A0000418";2018;2;8004869;"V2 S.P.A.";"PZ";300;300;06/07/2018;1412.4;1;"MAZ043";747;05/07/2018;" "
"A286584";"S. GUSCIO MOTORID. BA-CP NAT.";"LAVORATO MZ061A<1055>";"A0000464";2018;2;8004869;"V2 S.P.A.";"PZ";300;300;20/07/2018;1490.4;1;"MZ061A";898;05/07/2018;" "
"A286640";"GUSCIO INFERIORE SFZ.003.002";"VERNICIATO <1044>";"A0000214";2018;1;8004950;"VIMAR SPA";"PZ";1800;1174;09/05/2018;4856.84;1;"SFZ.003.002";4500138407;20/03/2018;" "
"A286650";"GUSCIO SUPERIORE SFZ.004.002";"VERNICIATO <1043>";"A0000110";2017;1;8004950;"VIMAR SPA";"PZ";244;244;07/03/2017;68.32;1;"SFZ.004.002";4200000254;" ";" "
"A286650";"GUSCIO SUPERIORE SFZ.004.002";"VERNICIATO <1043>";"A0000214";2018;2;8004950;"VIMAR SPA";"PZ";1800;1174;09/05/2018;5754.95;1;"SFZ.004.002";4500138407;20/03/2018;" "
"A286660";"SEMITEST.TERMINALE SFZ.006.V60";"VERNICIATO <1044>";"A0000214";2018;3;8004950;"VIMAR SPA";"PZ";3600;2442;09/05/2018;1863.25;1;"SFZ.006.V60";4500138407;20/03/2018;" "
"A286740";"CORPO B COPERCHIO";"<1059>";"A0000475";2018;1;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";250;250;20/07/2018;2056;1;"/30300650";"A81256";15/07/2018;" "
"A286750";"CORPO B MOTORE";"<1059>";"A0000475";2018;2;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";250;250;20/07/2018;2505.25;1;"/30300700";"A81256";15/07/2018;" "
"A286780";"FLANGIA GRATTUGIA DAKOTA";"CON FILETTI<1068>";"A0000287";2018;1;8004888;"SIRMAN SPA";"PZ";500;500;13/06/2018;3689;1;2951500213;18000805;" ";" "
"A286810";"HOUSING 2354418";"<1049>";"A0000333";2018;1;9010850;"WAGNER INTERNATIONAL AG";"PZ";500;349;04/06/2018;10607.86;1;2354418;4500431050;25/06/2018;" "
"A286810";"HOUSING 2354418";"<1049>";"A0000331";2018;1;9010850;"WAGNER INTERNATIONAL AG";"PZ";500;500;25/06/2018;15197.5;1;2354418;4500431054;" ";" "
"A286810";"HOUSING 2354418";"<1049>";"A0000324";2018;1;9010850;"WAGNER INTERNATIONAL AG";"PZ";500;500;27/07/2018;15197.5;1;2354418;4500431364;" ";" "
"A286810";"HOUSING 2354418";"<1049>";"A0000324";2018;2;9010850;"WAGNER INTERNATIONAL AG";"PZ";500;500;07/09/2018;15197.5;1;2354418;4500431364;" ";" "
"A286820";"DEKEL COVER 2354707";"<1050>";"A0000332";2018;1;9010850;"WAGNER INTERNATIONAL AG";"PZ";1000;165;04/06/2018;921.2;1;2354707;4500431053;" ";" "
"A286820";"DEKEL COVER 2354707";"<1050>";"A0000323";2018;1;9010850;"WAGNER INTERNATIONAL AG";"PZ";500;500;27/07/2018;2791.5;1;2354707;4500431365;" ";" "
"A286820";"DEKEL COVER 2354707";"<1050>";"A0000323";2018;2;9010850;"WAGNER INTERNATIONAL AG";"PZ";500;500;07/09/2018;2791.5;1;2354707;4500431365;" ";" "
"A286870";"CORPO CONICO ESTRUSO Vern.";"COD.880  <1086>";"A0000202";2018;5;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";250;167;06/07/2018;1277.38;1;"/30331050";"A80535";03/07/2018;" "
"A286880";"FONDO CONICO ESTRUSO Vern.";"COD.880  <1086>";"A0000202";2018;6;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";250;157;06/07/2018;1207.64;1;"/30321000";"A80535";03/07/2018;" "
"A286890";"RACCORDO CONICO ESTRUSO";"COD. 881 <1087> Vern.";"A0000202";2018;4;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";250;161;06/07/2018;1044.09;1;"/30321100";"A80535";03/07/2018;" "
"A286900";"FORCELLA   COD. 882 Vern.";"<1088>";"A0000402";2018;8;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";250;250;08/10/2018;912.75;1;"/30330700";"A81003";03/10/2018;" "
"A286910";"MANOPOLA DI SBLOCCO   COD. 882";"<1088> Vern.";"A0000402";2018;7;8004305;"CARDIN ELETTRONICA S.P.A.";"PZ";250;250;08/10/2018;529.75;1;"/30321150";"A81003";03/10/2018;" "
"A286930";"GREZZO PRESSOFUSO XV1 COPERCHI";"O  100.0268.Z <1091>";"A0000158";2018;4;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1627;615;07/05/2018;818.57;1;"100.0268.Z";"179-";02/05/2018;" "
"A286930";"GREZZO PRESSOFUSO XV1 COPERCHI";"O  100.0268.Z <1091>";"A0000158";2018;5;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";2000;2000;08/06/2018;2662;1;"100.0268.Z";"179-";01/06/2018;" "
"A286930";"GREZZO PRESSOFUSO XV1 COPERCHI";"O  100.0268.Z <1091>";"A0000362";2018;5;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1000;1000;08/06/2018;1331;1;"100.0268.Z";397;" ";" "
"A286930";"GREZZO PRESSOFUSO XV1 COPERCHI";"O  100.0268.Z <1091>";"A0000158";2018;6;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";3500;3500;06/07/2018;4658.5;1;"100.0268.Z";"179-";02/07/2018;" "
"A286930";"GREZZO PRESSOFUSO XV1 COPERCHI";"O  100.0268.Z <1091>";"A0000362";2018;6;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1000;1000;06/07/2018;1331;1;"100.0268.Z";397;" ";" "
"A286930";"GREZZO PRESSOFUSO XV1 COPERCHI";"O  100.0268.Z <1091>";"A0000394";2018;1;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";2000;2000;03/09/2018;2662;1;"100.0268.Z";398;" ";" "
"A286930";"GREZZO PRESSOFUSO XV1 COPERCHI";"O  100.0268.Z <1091>";"A0000362";2018;7;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";3000;3000;07/09/2018;3993;1;"100.0268.Z";397;" ";" "
"A286930";"GREZZO PRESSOFUSO XV1 COPERCHI";"O  100.0268.Z <1091>";"A0000394";2018;2;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";2000;2000;01/10/2018;2662;1;"100.0268.Z";398;" ";" "
"A286930";"GREZZO PRESSOFUSO XV1 COPERCHI";"O  100.0268.Z <1091>";"A0000362";2018;8;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";3000;3000;05/10/2018;3993;1;"100.0268.Z";397;" ";" "
"A286940";"GREZZO PRESSOFUSO BASE XV1";"diam.32   BH-HY - 100.0271.Z";"A0000362";2018;11;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1000;1000;08/06/2018;1298;1;"100.0271.Z";397;" ";" "
"A286940";"GREZZO PRESSOFUSO BASE XV1";"diam.32   BH-HY - 100.0271.Z";"A0000362";2018;12;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1000;1000;06/07/2018;1298;1;"100.0271.Z";397;" ";" "
"A286950";"GREZZO PRESSOFUSO BASE XV1 FEM";"diam.25,4 XV1+XV1-100.0277.Z";"A0000158";2018;12;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1500;1500;06/07/2018;2127;1;"100.0277.Z";"179-";02/07/2018;" "
"A286960";"GREZZO PRESSOFUSO BASE XV1 di";"m. 25,4 - 100.0270.Z";"A0000158";2018;8;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";2241;1500;07/05/2018;2110.5;1;"100.0270.Z";"179-";02/05/2018;" "
"A286960";"GREZZO PRESSOFUSO BASE XV1 di";"m. 25,4 - 100.0270.Z";"A0000158";2018;9;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";2000;2000;08/06/2018;2814;1;"100.0270.Z";"179-";01/06/2018;" "
"A286960";"GREZZO PRESSOFUSO BASE XV1 di";"m. 25,4 - 100.0270.Z";"A0000158";2018;10;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";2000;2000;06/07/2018;2814;1;"100.0270.Z";"179-";02/07/2018;" "
"A286960";"GREZZO PRESSOFUSO BASE XV1 di";"m. 25,4 - 100.0270.Z";"A0000362";2018;9;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";3000;3000;07/09/2018;4221;1;"100.0270.Z";397;" ";" "
"A286960";"GREZZO PRESSOFUSO BASE XV1 di";"m. 25,4 - 100.0270.Z";"A0000362";2018;10;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";3000;3000;05/10/2018;4221;1;"100.0270.Z";397;" ";" "
"A287010";"MOUNTING HEAD VW276 DRIVER";"RHD <867-1101>";"A0000085";2018;3;9010862;"FEDERAL MOGUL MOTORPARTS";"PZ";10000;1520;01/03/2018;1431.84;1;"WXXMA1039";4501459003;" ";" "
"A287020";"MOUNTING HEAD VW276 PASSENGER";"RHD <867-1101>";"A0000085";2018;4;9010862;"FEDERAL MOGUL MOTORPARTS";"PZ";10000;1644;01/03/2018;1502.62;1;"WXXMA1040";4501459003;" ";" "
"A287130";"GREZZO PRESSOFUSO BASE XV0";"<1108>   050.0176.Z";"A0000362";2018;3;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1000;1000;07/09/2018;993;1;"050.0176.Z";397;" ";" "
"A287130";"GREZZO PRESSOFUSO BASE XV0";"<1108>   050.0176.Z";"A0000362";2018;4;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1000;1000;05/10/2018;993;1;"050.0176.Z";397;" ";" "
"A287140";"GREZZO PRESSOFUSO COPERCHIO";"XV0  <1107> 050.0073.Z";"A0000362";2018;1;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1000;30;07/09/2018;30.42;1;"050.0073.Z";397;" ";" "
"A287140";"GREZZO PRESSOFUSO COPERCHIO";"XV0  <1107> 050.0073.Z";"A0000362";2018;2;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1000;1000;05/10/2018;1014;1;"050.0073.Z";397;" ";" "
"A287310";"FLANGE D/Z18A 160- 4371548";"<1117>";"S0000059";2018;5;9010758;"SIEMENS AG";"PZ";1000;1000;02/11/2018;0;1;4371548;"PROGRAMMA";" ";" "
"A287320";"COVER K39  ROH=BEARB";"NEW A5E41975868 <1122>";"A0000249";2018;1;9010758;"SIEMENS AG";"PZ";1000;1000;05/07/2018;2390;1;"A5E41975868";2101918074;" ";" "
"A287320";"COVER K39  ROH=BEARB";"NEW A5E41975868 <1122>";"A0000336";2018;1;9010758;"SIEMENS AG";"PZ";1000;1000;27/07/2018;2380;1;"A5E41975868";2101924462;" ";" "
"A287320";"COVER K39  ROH=BEARB";"NEW A5E41975868 <1122>";"S0000058";2018;3;9010758;"SIEMENS AG";"PZ";1000;1000;01/10/2018;0;1;"A5E41975868";"PROGRAMMA";" ";" "
"A287320";"COVER K39  ROH=BEARB";"NEW A5E41975868 <1122>";"A0000477";2018;1;9010758;"SIEMENS AG";"PZ";1000;1000;19/10/2018;2380;1;"A5E41975868";2101934346;" ";" "
"A287330";"COVER K49  ROH = BEARB";"A5E38242635  <1123>";"A0000310";2018;1;9010758;"SIEMENS AG";"PZ";1000;1000;04/07/2018;2520;1;"A5E38242635";2101922205;" ";" "
"A287330";"COVER K49  ROH = BEARB";"A5E38242635  <1123>";"S0000059";2018;4;9010758;"SIEMENS AG";"PZ";1000;1000;02/11/2018;0;1;"A5E38242635";"PROGRAMMA";" ";" "
"A287340";"COVER K/F 69   ROH=BEARB";"A5E38763445 <1124>";"A0000311";2018;3;9010758;"SIEMENS AG";"PZ";1000;1000;11/07/2018;2690;1;"A5E38763445";2101922202;" ";" "
"A287370";"CALOTTA INFERIORE DIAM. 110";"<1130>";"A0000403";2018;1;8005053;"O.C.E.V. di CAGNIN MATTEO & C.";"PZ";1000;1000;06/07/2018;1933;1;"CFD110INF";63;18/06/2018;" "
"A287380";"CALOTTA SUPERIORE D. 110";"<1130>";"A0000403";2018;2;8005053;"O.C.E.V. di CAGNIN MATTEO & C.";"PZ";1000;1000;06/07/2018;1913;1;"CFD110SUP";63;18/06/2018;" "
"A287440";"ROTORE  8 GRAMMI";"13025511  NIKELATO <1104>";"A0000366";2018;1;8005020;"BIANCHI INDUSTRY SPA";"PZ";500;500;10/07/2018;3150;1;13025511;3100026534;" ";" "
"A287480";"SUPPORTO GREZZO GR.2.5";"LEGA L91 <1121-01> 12500300/G";"A0000578";2017;3;8005052;"PETRONE OLEODINAMICA SRL";"PZ";2700;945;12/01/2018;945;1;"12500300/G";118;10/10/2017;" "
"A287700";"GEHAUSE ROHTEIL HM 4326";"1313-336-211 <1144>";"A0000347";2018;1;9010859;"JOMA-POLYTEC GMBH";"PZ";5000;3670;15/06/2018;3864.51;1;"1313-336-211";148869;30/05/2018;" "
"A287710";"DECKEL ROHTEIL  HM4337";"1313-336-209 <1144>";"A0000347";2018;3;9010859;"JOMA-POLYTEC GMBH";"PZ";5000;3765;15/06/2018;2835.05;1;"1313-336-209";148869;30/05/2018;" "
"A287740";"INFER.SCORR. KALOS XL AM GR SC";"VERNIC.MATER.105<1135>64104912";"A0000213";2018;1;8005060;"ALLMATIC   SRL";"PZ";500;27;09/05/2018;173.07;1;64104912;614;" ";" "
"A287740";"INFER.SCORR. KALOS XL AM GR SC";"VERNIC.MATER.105<1135>64104912";"A0000213";2018;5;8005060;"ALLMATIC   SRL";"PZ";500;500;09/07/2018;3205;1;64104912;614;" ";" "
"A287750";"PROTEZ. PIGNONE SCORR. KALOS";"VERNIC.MATER.105<1135>64104913";"A0000213";2018;2;8005060;"ALLMATIC   SRL";"PZ";500;9;09/05/2018;8.1;1;64104913;614;" ";" "
"A287750";"PROTEZ. PIGNONE SCORR. KALOS";"VERNIC.MATER.105<1135>64104913";"A0000213";2018;6;8005060;"ALLMATIC   SRL";"PZ";500;500;09/07/2018;450;1;64104913;614;" ";" "
"A287760";"SUPER. SCORR. KALOS XL AM GR.";"VERNIC.MATER.105<1134>64104917";"A0000213";2018;7;8005060;"ALLMATIC   SRL";"PZ";500;500;09/07/2018;3730;1;64104917;614;" ";" "
"A287770";"SPORTELL.SBLO.SCORREV. KALOS";"VERN. MATER.105 <1134>64104918";"A0000213";2018;8;8005060;"ALLMATIC   SRL";"PZ";500;500;09/07/2018;450;1;64104918;614;" ";" "
"A287780";"GREZZO PRESSOFUSO COPERCHIO XV";"200.0236.Z <114701>";"A0000394";2018;3;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";3500;3500;01/06/2018;6590.5;1;"200.0236.Z";398;" ";" "
"A287780";"GREZZO PRESSOFUSO COPERCHIO XV";"200.0236.Z <114701>";"A0000362";2018;13;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";4000;4000;06/07/2018;7532;1;"200.0236.Z";397;" ";" "
"A287790";"GREZZO PRESSOFUSO BASE diam.";"36,5 XV      200.0238.Z";"A0000394";2018;4;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";3500;2361;01/06/2018;4644.09;1;"200.0238.Z";398;" ";" "
"A287790";"GREZZO PRESSOFUSO BASE diam.";"36,5 XV      200.0238.Z";"A0000362";2018;14;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1500;1500;08/06/2018;2950.5;1;"200.0238.Z";397;" ";" "
"A287790";"GREZZO PRESSOFUSO BASE diam.";"36,5 XV      200.0238.Z";"A0000362";2018;15;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";4000;4000;06/07/2018;7868;1;"200.0238.Z";397;" ";" "
"A287800";"GREZZO PRESSOFUSO BASE FEMMINA";"d.36,5 serie 200.0241 <114701>";"A0000362";2018;16;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1500;526;08/06/2018;1012.02;1;"200.0241.Z";397;" ";" "
"A287840";"GREZZO PRESSOFUSO BASE 50,8XV3";"300.0132.Z  <1150>";"A0000362";2018;17;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1000;1000;07/09/2018;5330;1;"300.0132.Z";397;" ";" "
"A287850";"GREZZO PRESSOFUSO BASE FEMMINA";"50,8 XV3 -300.0133.Z <114901>";"A0000362";2018;18;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1000;1000;07/09/2018;5272;1;"300.0133.Z";397;" ";" "
"A287860";"GREZZO PRESSOFUSO COPERCHIO";"XV3   300.0134.Z  <114901>";"A0000362";2018;19;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";1000;1000;07/09/2018;4650;1;"300.0134.Z";397;" ";" "
"A287860";"GREZZO PRESSOFUSO COPERCHIO";"XV3   300.0134.Z  <114901>";"A0000362";2018;20;8005031;"VIVOIL OLEODINAMICA SRL";"PZ";800;800;05/10/2018;3720;1;"300.0134.Z";397;" ";" "
"A287890";"FLANGIA SAEA GR38 DIS.6172";"<1142/02>";"A0000198";2018;1;8005063;"SETTIMA MECCANICA  SRL";"PZ";1000;553;20/04/2018;1397.98;1;"MPFUSALFLSAEAGR38";1048;05/04/2018;" "
"A287920";"BOCCOLA  AF.A000904.A     -025";"<1120>  alt.totale 17mm";"A0000027";2018;1;8005081;"PRONIK SRL";"PZ";16000;10407;22/02/2018;3642.45;1;" ";1;19/01/2018;" "
"A287920";"BOCCOLA  AF.A000904.A     -025";"<1120>  alt.totale 17mm";"A0000027";2018;2;8005081;"PRONIK SRL";"PZ";20000;20000;22/02/2018;7000;1;" ";1;01/02/2018;" "
"A287920";"BOCCOLA  AF.A000904.A     -025";"<1120>  alt.totale 17mm";"S0000004";2018;2;8005081;"PRONIK SRL";"PZ";28500;28500;01/04/2018;0;1;" ";"PROGRAMMA";" ";" "
"A287920";"BOCCOLA  AF.A000904.A     -025";"<1120>  alt.totale 17mm";"S0000004";2018;3;8005081;"PRONIK SRL";"PZ";20000;20000;02/05/2018;0;1;" ";"PROGRAMMA";" ";" "
"A287920";"BOCCOLA  AF.A000904.A     -025";"<1120>  alt.totale 17mm";"S0000004";2018;4;8005081;"PRONIK SRL";"PZ";20000;20000;01/06/2018;0;1;" ";"PROGRAMMA";" ";" "
